x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
0.83749026,0.2967137,0.84157604,0.28820464,0.8348581,0.28796554,0.8481744,0.29652825,0.8314048,0.2960867,0.8558478,0.35559973,0.8251131,0.35456973,0.8637701,0.42265204,0.8168783,0.4136513,0.8640591,0.48727825,0.8166984,0.46371233,0.8499997,0.49111417,0.8306702,0.4905173,0.85045403,0.58738196,0.83278,0.5861012,0.84972394,0.6716527,0.8352793,0.66876495
0.83694744,0.29521897,0.84116805,0.28656036,0.8342562,0.28634736,0.8480631,0.29521233,0.83086044,0.29491815,0.8555574,0.35511377,0.82513183,0.35406715,0.86331654,0.42311072,0.81722796,0.41358283,0.86393446,0.48852316,0.8172206,0.46312594,0.8496314,0.49183908,0.83052254,0.4911257,0.8494364,0.58915496,0.83261806,0.58775604,0.84853077,0.6732802,0.83508855,0.6701913
0.8374817,0.2934811,0.8415521,0.28478342,0.8346357,0.28471562,0.8480131,0.2930351,0.830907,0.29301006,0.8554311,0.35267475,0.82481015,0.35219148,0.8631855,0.42081365,0.8171549,0.41295135,0.86403036,0.48836654,0.817163,0.46583405,0.8496197,0.49022886,0.83037806,0.48982248,0.8489771,0.587852,0.8317338,0.5867189,0.8474428,0.67298555,0.8334727,0.67056614
0.8379159,0.28965172,0.842014,0.2807581,0.8349599,0.28084102,0.8485121,0.28965417,0.8310445,0.2899865,0.8562007,0.35121402,0.82453775,0.3512971,0.86400616,0.42136848,0.8167114,0.41440028,0.8647235,0.4903766,0.81740725,0.46800917,0.8503427,0.4920682,0.8303258,0.4919746,0.85008854,0.59156024,0.83141387,0.59077203,0.84839696,0.67779785,0.83288634,0.675841
0.83827394,0.2853529,0.8423942,0.27636564,0.8352569,0.2764511,0.84871864,0.2854452,0.8310978,0.28570166,0.85640764,0.34788343,0.82405394,0.3477625,0.8642753,0.41915897,0.8159607,0.41101727,0.8646952,0.4880115,0.81714296,0.4621253,0.8501194,0.4903686,0.8295866,0.49027312,0.84980386,0.5912949,0.8303229,0.5906117,0.84796566,0.67922497,0.8315911,0.67747843
0.8392808,0.28063005,0.84330827,0.2715465,0.83600694,0.2716638,0.84900856,0.28177497,0.83104545,0.28185934,0.85620636,0.34635615,0.8232201,0.34598175,0.8642999,0.41934687,0.81486607,0.41003433,0.86491585,0.48689723,0.81690854,0.45709366,0.85015386,0.49130583,0.82914066,0.491525,0.8498374,0.5947634,0.83006823,0.5945861,0.84793586,0.6856285,0.8311796,0.6848308
0.83936787,0.277386,0.843536,0.26820362,0.8359891,0.2683052,0.8493992,0.27924174,0.8308806,0.27925488,0.85667574,0.3455752,0.8229459,0.3448452,0.8649271,0.4202402,0.8145596,0.40918112,0.8659487,0.48939925,0.8169188,0.45443308,0.8503752,0.49210933,0.82887095,0.49221286,0.85012037,0.5978264,0.83002424,0.59759766,0.8481229,0.6907411,0.83124393,0.689834
0.8383009,0.2768465,0.8425169,0.26748738,0.8349377,0.2676702,0.84873646,0.2776116,0.8300275,0.2779587,0.8565074,0.3433939,0.8226153,0.34278685,0.86541027,0.41864756,0.8147139,0.40685853,0.8666884,0.48815957,0.8166439,0.44970998,0.84991693,0.49187663,0.8283524,0.4918678,0.8497262,0.60037374,0.82970774,0.6000584,0.84801894,0.69725484,0.83116484,0.6961425
0.8376331,0.2754273,0.8418919,0.2658784,0.83424914,0.266218,0.8484092,0.27523366,0.8295167,0.27612895,0.8564416,0.34029233,0.82250607,0.34048188,0.8654615,0.41441917,0.8142568,0.4049131,0.8667143,0.48303,0.8150806,0.4504451,0.84948903,0.4895512,0.82793635,0.48957205,0.84901255,0.5980188,0.8286951,0.5975953,0.8471959,0.6959699,0.82990515,0.6947223
0.83758223,0.27346477,0.8418269,0.26380214,0.8340568,0.2641498,0.84836096,0.2733177,0.8292201,0.27440965,0.8566024,0.33888453,0.8220011,0.34136724,0.86605406,0.41092044,0.81374216,0.41313174,0.8674613,0.47699496,0.81288767,0.4752766,0.84957546,0.48975873,0.82772,0.49034747,0.8484359,0.5978511,0.8276189,0.59757864,0.84582055,0.69735706,0.8284756,0.6965261
0.8367772,0.2700019,0.841033,0.2602297,0.8332701,0.26069775,0.84778976,0.27022186,0.82865494,0.27166468,0.8567244,0.337562,0.821389,0.3405128,0.8661575,0.41108653,0.81293994,0.41434294,0.8670589,0.4775233,0.81219476,0.47812346,0.84975904,0.49063298,0.82742214,0.49129242,0.84849805,0.5996793,0.82686704,0.59941775,0.8453168,0.70114386,0.82732487,0.7002015
0.8361158,0.26836556,0.840467,0.25842866,0.83256304,0.25893056,0.8475072,0.26850304,0.82806534,0.27015302,0.85657424,0.33641517,0.82129663,0.33965215,0.8658814,0.41077304,0.8128005,0.41436517,0.8666588,0.47706625,0.8116366,0.47865337,0.8503252,0.49090075,0.82781965,0.49171534,0.8505511,0.6013559,0.8273501,0.60110515,0.84800285,0.7034404,0.8270177,0.7022685
0.8340048,0.2669671,0.83842087,0.2568287,0.8305895,0.2574748,0.8460447,0.26683357,0.8266204,0.26896513,0.85598356,0.33573648,0.82024735,0.33946306,0.8653907,0.41162208,0.8117353,0.41576385,0.86565953,0.477888,0.8117347,0.47982118,0.85023797,0.4926303,0.82739305,0.4935587,0.8509529,0.6053002,0.8270411,0.6050512,0.84875727,0.7111796,0.8272449,0.7095845
0.8327142,0.26603293,0.83722126,0.25584927,0.82946223,0.25640038,0.8452994,0.26568776,0.82591754,0.2676527,0.8553998,0.3349256,0.81984633,0.33831236,0.8646912,0.41166243,0.81114227,0.41555017,0.8648222,0.4790968,0.81182575,0.48233578,0.84964687,0.49396032,0.82695115,0.49459827,0.85004914,0.6078381,0.8266549,0.607228,0.8480094,0.71503896,0.827331,0.7127566
0.83158666,0.26609495,0.8359642,0.25618353,0.82841486,0.25643575,0.8443567,0.26475427,0.82553273,0.2658665,0.85458416,0.3319371,0.820181,0.3342106,0.8642955,0.41136572,0.811084,0.4129282,0.8659229,0.4785269,0.8118693,0.4812185,0.84973496,0.49115074,0.8278924,0.49160984,0.84922343,0.6128234,0.82686275,0.61227685,0.847308,0.72329396,0.8263566,0.720701
0.83016807,0.2661296,0.8345442,0.25601062,0.8269933,0.25635362,0.84311455,0.26380292,0.8242507,0.2651972,0.85395813,0.33054549,0.818868,0.3340259,0.86419743,0.4102301,0.8095666,0.4156954,0.8661292,0.47797215,0.8090747,0.489336,0.85000706,0.49148604,0.82779545,0.49251506,0.8499568,0.6141523,0.8269581,0.61401546,0.84814703,0.72698903,0.8267147,0.7248079
0.82983345,0.26786983,0.83430034,0.25695544,0.8263902,0.25731418,0.84318906,0.26382384,0.8229152,0.26540792,0.8539526,0.3304487,0.8173036,0.33535585,0.86386377,0.41027582,0.80903673,0.42011645,0.865516,0.47783807,0.8073005,0.49422756,0.84845555,0.49285004,0.82559854,0.49457967,0.84744406,0.61625665,0.82706195,0.61733025,0.84365284,0.72687054,0.82633936,0.7264016
0.8283305,0.2651796,0.83274823,0.2540667,0.8247432,0.25526267,0.8410652,0.26178607,0.8211989,0.2656967,0.852876,0.33142403,0.8157452,0.33882844,0.86407024,0.41017836,0.80848855,0.42354885,0.8650652,0.48105633,0.806135,0.4984041,0.84836847,0.4957367,0.8251284,0.49822673,0.84844065,0.6142036,0.82692283,0.6152577,0.845033,0.72736835,0.828207,0.72707844
0.82528013,0.2632476,0.8296582,0.25191778,0.8218524,0.25351036,0.83855265,0.25963247,0.8189889,0.2646934,0.85150814,0.33015394,0.814099,0.33891237,0.86306775,0.41012937,0.8069478,0.4248983,0.86359626,0.48446915,0.80615467,0.5013092,0.84787655,0.4972914,0.82448715,0.50032586,0.84822905,0.6169209,0.8269621,0.6184686,0.844425,0.73102826,0.8289067,0.7309983
0.82310575,0.2616861,0.8274248,0.2497649,0.81936896,0.25194398,0.83648425,0.25671038,0.8163714,0.26334357,0.850653,0.32769173,0.8121172,0.33837613,0.8636326,0.40907982,0.80567616,0.4253774,0.86395466,0.48721543,0.8048751,0.5010302,0.84845775,0.49691007,0.82428926,0.5009602,0.8497626,0.6182217,0.82719547,0.6206721,0.8459434,0.7332273,0.8292613,0.73425037
